"id","idea_id","associate_id","is_primary","role","created_at","business_group"
"1149","375","249","False","Developer","2020-07-28","Sales, Marketing & Alliances"
"11490","3778","95","False","Developer","2020-10-27","Business Group"
"11491","3778","258","False","Project Manager","2020-10-27","Communications, Media & Technology (CMT)"
"11492","3778","149","False","Project Manager","2020-10-27","Cloud, Infrastructure & Security"
"11493","3778","203","False","Developer","2020-10-27","Retail, Consumer Goods & Logistics (RCL)"
"11494","3779","190","False","Project Manager","2024-04-03","Human Resources (HR)"
"11495","3779","136","False","Developer","2024-04-03","Cloud, Infrastructure & Security"
"11496","3780","62","False","Developer","2020-11-02","Business Group"
"11497","3781","106","False","Project Manager","2022-07-19","Finance & Procurement"
"11498","3781","209","False","Project Manager","2022-07-19","Communications, Media & Technology (CMT)"
"11499","3782","62","False","Project Manager","2021-11-26","Data, AI & Analytics"
"115","41","220","False","Developer","2023-10-21","Healthcare, Life Sciences & Insurance (HILSI)"
"1150","376","122","False","Project Manager","2024-03-16","Cloud, Infrastructure & Security"
"11500","3782","251","False","Project Manager","2021-11-26","Product Engineering & IoT"
"11501","3783","37","False","Developer","2025-10-09","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11502","3783","15","False","Developer","2025-10-09","Cybersecurity & Zero Trust"
"11503","3783","268","False","Developer","2025-10-09","Business Process Management (BPM / BPO)"
"11504","3783","153","False","Developer","2025-10-09","Cloud, Infrastructure & Security"
"11505","3784","255","False","Project Manager","2025-08-04","Enterprise Architecture Group"
"11506","3785","201","True","Developer","2020-07-13","Product Engineering & IoT"
"11507","3785","236","False","Developer","2020-07-13","Retail, Consumer Goods & Logistics (RCL)"
"11508","3785","155","False","Developer","2020-07-13","Public Sector & Government"
"11509","3785","256","False","Developer","2020-07-13","Management Consulting"
"1151","376","1","False","Developer","2024-03-16","Education & EdTech"
"11510","3785","185","False","Project Manager","2020-07-13","Finance & Procurement"
"11511","3786","193","False","Project Manager","2023-08-29","Enterprise Architecture Group"
"11512","3786","238","False","Project Manager","2023-08-29","Communications, Media & Technology (CMT)"
"11513","3786","209","True","Developer","2023-08-29","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11514","3786","183","False","Developer","2023-08-29","Education & EdTech"
"11515","3787","198","False","Developer","2021-05-17","Education & EdTech"
"11516","3787","38","True","Developer","2021-05-17","Management Consulting"
"11517","3787","250","True","Developer","2021-05-17","Innovation Labs / R&D"
"11518","3788","52","False","Developer","2023-05-04","Travel, Hospitality & Services (THS)"
"11519","3788","40","False","Developer","2023-05-04","Finance & Procurement"
"1152","376","135","False","Developer","2024-03-16","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11520","3789","102","False","Developer","2020-08-22","Business Process Management (BPM / BPO)"
"11521","3789","145","True","Project Manager","2020-08-22","Product Engineering & IoT"
"11522","3789","50","False","Project Manager","2020-08-22","Retail, Consumer Goods & Logistics (RCL)"
"11523","3790","289","False","Developer","2023-11-07","Public Sector & Government"
"11524","3790","162","False","Developer","2023-11-07","Hi-Tech"
"11525","3790","71","True","Project Manager","2023-11-07","Business Process Management (BPM / BPO)"
"11526","3790","286","False","Project Manager","2023-11-07","Management Consulting"
"11527","3790","15","False","Project Manager","2023-11-07","Hi-Tech"
"11528","3791","166","False","Developer","2020-11-24","Innovation Labs / R&D"
"11529","3791","174","False","Project Manager","2020-11-24","Operations & Delivery Excellence"
"1153","377","191","False","Project Manager","2022-09-12","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11530","3791","295","False","Developer","2020-11-24","Finance & Procurement"
"11531","3791","18","False","Developer","2020-11-24","Cloud, Infrastructure & Security"
"11532","3792","130","False","Developer","2025-10-10","Business Process Management (BPM / BPO)"
"11533","3793","266","False","Project Manager","2023-01-21","Sales, Marketing & Alliances"
"11534","3794","70","False","Developer","2023-07-07","Finance & Procurement"
"11535","3794","226","False","Developer","2023-07-07","Product Engineering & IoT"
"11536","3794","157","False","Developer","2023-07-07","Management Consulting"
"11537","3794","134","False","Project Manager","2023-07-07","Human Resources (HR)"
"11538","3794","92","False","Developer","2023-07-07","Management Consulting"
"11539","3795","269","False","Developer","2021-01-02","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1154","377","12","False","Project Manager","2022-09-12","Cybersecurity & Zero Trust"
"11540","3795","292","False","Developer","2021-01-02","Travel, Hospitality & Services (THS)"
"11541","3795","226","False","Developer","2021-01-02","Innovation Labs / R&D"
"11543","3796","150","False","Project Manager","2022-05-10","Healthcare, Life Sciences & Insurance (HILSI)"
"11544","3796","195","False","Developer","2022-05-10","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11545","3797","87","False","Project Manager","2025-04-25","Retail, Consumer Goods & Logistics (RCL)"
"11546","3797","94","False","Project Manager","2025-04-25","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11547","3797","13","False","Developer","2025-04-25","Operations & Delivery Excellence"
"11548","3797","128","False","Developer","2025-04-25","Banking, Financial Services & Insurance (BFSI)"
"11549","3798","155","False","Project Manager","2020-10-16","Banking, Financial Services & Insurance (BFSI)"
"1155","377","6","False","Project Manager","2022-09-12","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11550","3798","143","False","Developer","2020-10-16","Sales, Marketing & Alliances"
"11553","3799","65","True","Developer","2025-11-26","Communications, Media & Technology (CMT)"
"11554","3799","172","False","Project Manager","2025-11-26","Innovation Labs / R&D"
"11555","3799","222","False","Project Manager","2025-11-26","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11556","3799","162","False","Developer","2025-11-26","Automation & AI Ops"
"11557","3799","126","False","Developer","2025-11-26","Application Development & Maintenance (ADM)"
"11558","3800","70","False","Project Manager","2023-12-15","Digital Transformation Group"
"11559","3801","1","True","Project Manager","2020-11-19","Finance & Procurement"
"1156","378","204","False","Project Manager","2022-04-05","Energy, Utilities, Resources & Services (EURS)"
"11560","3801","297","False","Developer","2020-11-19","Sales, Marketing & Alliances"
"11561","3801","219","False","Project Manager","2020-11-19","Business Process Management (BPM / BPO)"
"11562","3801","175","False","Project Manager","2020-11-19","Management Consulting"
"11563","3802","38","False","Developer","2022-11-12","Product Engineering & IoT"
"11564","3803","80","False","Developer","2023-02-24","Public Sector & Government"
"11565","3803","107","False","Project Manager","2023-02-24","Energy, Utilities, Resources & Services (EURS)"
"11566","3803","274","True","Project Manager","2023-02-24","Business Process Management (BPM / BPO)"
"11567","3804","282","False","Project Manager","2022-01-26","Cloud, Infrastructure & Security"
"11568","3805","258","False","Developer","2025-03-03","Management Consulting"
"11569","3805","152","False","Developer","2025-03-03","Digital Transformation Group"
"1157","378","159","False","Project Manager","2022-04-05","Communications, Media & Technology (CMT)"
"11570","3805","88","False","Project Manager","2025-03-03","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11571","3805","14","True","Project Manager","2025-03-03","Product Engineering & IoT"
"11572","3806","89","False","Project Manager","2021-07-15","Business Process Management (BPM / BPO)"
"11573","3806","258","False","Developer","2021-07-15","Public Sector & Government"
"11574","3806","280","False","Developer","2021-07-15","Automation & AI Ops"
"11575","3807","144","False","Developer","2021-12-25","Data, AI & Analytics"
"11576","3808","174","False","Project Manager","2024-10-09","Human Resources (HR)"
"11577","3808","109","False","Developer","2024-10-09","Public Sector & Government"
"11578","3808","243","False","Project Manager","2024-10-09","Cybersecurity & Zero Trust"
"11579","3809","249","False","Developer","2023-01-04","Cybersecurity & Zero Trust"
"1158","378","265","False","Project Manager","2022-04-05","Automation & AI Ops"
"11580","3809","56","False","Developer","2023-01-04","Innovation Labs / R&D"
"11581","3809","59","False","Project Manager","2023-01-04","Operations & Delivery Excellence"
"11582","3810","294","True","Project Manager","2022-08-23","Business Process Management (BPM / BPO)"
"11583","3810","247","False","Project Manager","2022-08-23","Finance & Procurement"
"11584","3810","237","False","Developer","2022-08-23","Product Engineering & IoT"
"11585","3810","10","False","Project Manager","2022-08-23","Communications, Media & Technology (CMT)"
"11586","3811","269","False","Developer","2023-01-17","Education & EdTech"
"11587","3811","134","False","Developer","2023-01-17","Travel, Hospitality & Services (THS)"
"11588","3812","211","False","Project Manager","2023-09-20","Hi-Tech"
"11589","3812","42","False","Developer","2023-09-20","Sales, Marketing & Alliances"
"1159","378","220","True","Project Manager","2022-04-05","Public Sector & Government"
"11590","3812","296","False","Project Manager","2023-09-20","Banking, Financial Services & Insurance (BFSI)"
"11591","3813","218","True","Project Manager","2024-04-20","Data, AI & Analytics"
"11592","3814","12","False","Developer","2022-06-09","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11593","3814","103","False","Project Manager","2022-06-09","Cybersecurity & Zero Trust"
"11594","3815","278","True","Project Manager","2024-10-03","Human Resources (HR)"
"11595","3815","282","True","Developer","2024-10-03","Product Engineering & IoT"
"11596","3815","247","False","Project Manager","2024-10-03","Application Development & Maintenance (ADM)"
"11597","3816","1","False","Developer","2020-10-03","Innovation Labs / R&D"
"11598","3816","192","False","Project Manager","2020-10-03","Healthcare, Life Sciences & Insurance (HILSI)"
"11599","3817","69","False","Project Manager","2024-06-02","Public Sector & Government"
"116","41","115","False","Project Manager","2023-10-21","Manufacturing (MFG)"
"1160","378","158","False","Project Manager","2022-04-05","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11600","3817","109","False","Developer","2024-06-02","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11601","3818","69","False","Developer","2024-04-27","Innovation Labs / R&D"
"11602","3818","82","False","Project Manager","2024-04-27","Human Resources (HR)"
"11603","3818","207","False","Developer","2024-04-27","Banking, Financial Services & Insurance (BFSI)"
"11604","3818","245","False","Developer","2024-04-27","Cybersecurity & Zero Trust"
"11605","3819","283","True","Project Manager","2025-05-26","Innovation Labs / R&D"
"11606","3820","9","False","Project Manager","2024-01-13","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11607","3820","206","False","Developer","2024-01-13","Enterprise Architecture Group"
"11608","3820","222","False","Developer","2024-01-13","Retail, Consumer Goods & Logistics (RCL)"
"11609","3821","274","False","Project Manager","2022-12-20","Communications, Media & Technology (CMT)"
"1161","379","123","True","Project Manager","2020-05-20","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11610","3821","20","False","Project Manager","2022-12-20","Digital Transformation Group"
"11611","3821","168","False","Developer","2022-12-20","Automation & AI Ops"
"11612","3821","214","False","Project Manager","2022-12-20","Cybersecurity & Zero Trust"
"11613","3821","140","False","Developer","2022-12-20","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11614","3822","74","False","Developer","2020-10-16","Product Engineering & IoT"
"11615","3822","258","False","Developer","2020-10-16","Banking, Financial Services & Insurance (BFSI)"
"11616","3822","21","False","Developer","2020-10-16","Healthcare, Life Sciences & Insurance (HILSI)"
"11617","3823","2","False","Project Manager","2022-11-08","Cybersecurity & Zero Trust"
"11618","3824","263","True","Developer","2021-01-12","Energy, Utilities, Resources & Services (EURS)"
"11619","3824","142","False","Developer","2021-01-12","Hi-Tech"
"1162","379","236","False","Developer","2020-05-20","Energy, Utilities, Resources & Services (EURS)"
"11620","3824","196","False","Developer","2021-01-12","Hi-Tech"
"11621","3825","77","False","Developer","2020-04-13","Banking, Financial Services & Insurance (BFSI)"
"11622","3826","34","False","Developer","2021-03-15","Product Engineering & IoT"
"11623","3827","142","False","Project Manager","2023-06-24","Business Group"
"11624","3827","30","False","Developer","2023-06-24","Retail, Consumer Goods & Logistics (RCL)"
"11625","3828","1","False","Project Manager","2020-07-14","Application Development & Maintenance (ADM)"
"11626","3828","14","True","Developer","2020-07-14","Banking, Financial Services & Insurance (BFSI)"
"11627","3828","158","False","Developer","2020-07-14","Manufacturing (MFG)"
"11628","3828","206","False","Project Manager","2020-07-14","Energy, Utilities, Resources & Services (EURS)"
"11629","3828","212","False","Project Manager","2020-07-14","Healthcare, Life Sciences & Insurance (HILSI)"
"1163","380","3","False","Project Manager","2023-06-01","Product Engineering & IoT"
"11630","3829","237","False","Developer","2023-01-27","Operations & Delivery Excellence"
"11631","3829","60","False","Project Manager","2023-01-27","Business Group"
"11632","3829","94","False","Developer","2023-01-27","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11633","3830","216","False","Developer","2025-02-18","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11634","3830","270","False","Project Manager","2025-02-18","Travel, Hospitality & Services (THS)"
"11635","3831","57","False","Developer","2020-08-16","Enterprise Architecture Group"
"11636","3831","21","False","Project Manager","2020-08-16","Energy, Utilities, Resources & Services (EURS)"
"11637","3831","205","False","Project Manager","2020-08-16","Product Engineering & IoT"
"11638","3831","237","True","Developer","2020-08-16","Public Sector & Government"
"11639","3831","63","False","Developer","2020-08-16","Digital Transformation Group"
"1164","380","193","False","Developer","2023-06-01","Healthcare, Life Sciences & Insurance (HILSI)"
"11640","3832","223","False","Project Manager","2023-12-12","Cloud, Infrastructure & Security"
"11641","3833","163","False","Developer","2022-11-06","Communications, Media & Technology (CMT)"
"11642","3834","249","False","Developer","2022-11-07","Digital Transformation Group"
"11643","3834","79","False","Project Manager","2022-11-07","Business Process Management (BPM / BPO)"
"11644","3834","7","False","Project Manager","2022-11-07","Application Development & Maintenance (ADM)"
"11645","3835","256","True","Project Manager","2024-06-13","Enterprise Architecture Group"
"11646","3835","98","False","Developer","2024-06-13","Cloud, Infrastructure & Security"
"11647","3836","158","False","Project Manager","2020-05-23","Data, AI & Analytics"
"11648","3836","294","False","Project Manager","2020-05-23","Digital Transformation Group"
"11649","3837","193","False","Project Manager","2024-03-16","Banking, Financial Services & Insurance (BFSI)"
"1165","380","17","False","Project Manager","2023-06-01","Cloud, Infrastructure & Security"
"11650","3837","280","False","Developer","2024-03-16","Digital Transformation Group"
"11651","3837","216","False","Project Manager","2024-03-16","Sales, Marketing & Alliances"
"11652","3837","9","False","Developer","2024-03-16","Enterprise Architecture Group"
"11653","3837","201","False","Project Manager","2024-03-16","Innovation Labs / R&D"
"11654","3838","205","False","Project Manager","2020-04-05","Retail, Consumer Goods & Logistics (RCL)"
"11655","3839","172","False","Project Manager","2022-03-28","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11656","3839","255","False","Project Manager","2022-03-28","Cybersecurity & Zero Trust"
"11657","3839","185","False","Developer","2022-03-28","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11658","3839","267","False","Developer","2022-03-28","Travel, Hospitality & Services (THS)"
"11659","3840","233","False","Developer","2021-03-16","Digital Transformation Group"
"1166","380","29","False","Project Manager","2023-06-01","Digital Transformation Group"
"11660","3840","104","False","Project Manager","2021-03-16","Product Engineering & IoT"
"11661","3840","202","False","Developer","2021-03-16","Business Process Management (BPM / BPO)"
"11662","3840","278","False","Developer","2021-03-16","Digital Transformation Group"
"11663","3840","300","False","Project Manager","2021-03-16","Sales, Marketing & Alliances"
"11664","3841","91","False","Developer","2021-07-07","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11665","3841","28","False","Developer","2021-07-07","Business Process Management (BPM / BPO)"
"11666","3841","223","False","Project Manager","2021-07-07","Banking, Financial Services & Insurance (BFSI)"
"11667","3842","36","False","Project Manager","2023-03-28","Business Process Management (BPM / BPO)"
"11668","3842","180","False","Project Manager","2023-03-28","Hi-Tech"
"11669","3842","98","False","Project Manager","2023-03-28","Enterprise Architecture Group"
"1167","381","114","False","Developer","2023-08-11","Cybersecurity & Zero Trust"
"11670","3842","233","False","Project Manager","2023-03-28","Data, AI & Analytics"
"11671","3842","69","True","Project Manager","2023-03-28","Business Process Management (BPM / BPO)"
"11672","3843","254","False","Project Manager","2024-02-08","Digital Transformation Group"
"11673","3843","276","False","Project Manager","2024-02-08","Cloud, Infrastructure & Security"
"11674","3843","195","False","Developer","2024-02-08","Innovation Labs / R&D"
"11675","3844","56","False","Project Manager","2023-06-15","Human Resources (HR)"
"11676","3844","215","False","Developer","2023-06-15","Business Process Management (BPM / BPO)"
"11677","3845","47","False","Developer","2024-08-30","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11678","3846","269","False","Project Manager","2021-10-06","Communications, Media & Technology (CMT)"
"11679","3846","135","False","Project Manager","2021-10-06","Hi-Tech"
"1168","382","45","False","Developer","2022-05-23","Operations & Delivery Excellence"
"11680","3847","64","False","Developer","2020-12-20","Banking, Financial Services & Insurance (BFSI)"
"11681","3847","95","False","Project Manager","2020-12-20","Banking, Financial Services & Insurance (BFSI)"
"11682","3847","88","False","Developer","2020-12-20","Innovation Labs / R&D"
"11683","3848","224","False","Developer","2020-08-14","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11684","3848","170","False","Project Manager","2020-08-14","Hi-Tech"
"11685","3848","161","False","Project Manager","2020-08-14","Cybersecurity & Zero Trust"
"11686","3848","194","True","Developer","2020-08-14","Digital Transformation Group"
"11687","3849","14","False","Developer","2024-12-10","Sales, Marketing & Alliances"
"11688","3849","65","False","Project Manager","2024-12-10","Cybersecurity & Zero Trust"
"11689","3849","62","False","Developer","2024-12-10","Sales, Marketing & Alliances"
"1169","382","20","False","Project Manager","2022-05-23","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11690","3850","88","False","Developer","2023-04-09","Innovation Labs / R&D"
"11691","3850","32","False","Developer","2023-04-09","Manufacturing (MFG)"
"11692","3850","246","False","Developer","2023-04-09","Cloud, Infrastructure & Security"
"11693","3850","260","False","Developer","2023-04-09","Finance & Procurement"
"11694","3850","125","False","Project Manager","2023-04-09","Business Process Management (BPM / BPO)"
"11695","3851","225","False","Developer","2025-08-11","Innovation Labs / R&D"
"11696","3851","53","True","Developer","2025-08-11","Banking, Financial Services & Insurance (BFSI)"
"11697","3851","36","False","Developer","2025-08-11","Energy, Utilities, Resources & Services (EURS)"
"11698","3851","205","False","Project Manager","2025-08-11","Application Development & Maintenance (ADM)"
"11699","3852","78","False","Developer","2024-08-09","Manufacturing (MFG)"
"117","42","51","False","Project Manager","2022-04-17","Innovation Labs / R&D"
"1170","382","132","False","Developer","2022-05-23","Hi-Tech"
"11700","3852","150","False","Project Manager","2024-08-09","Energy, Utilities, Resources & Services (EURS)"
"11701","3852","74","False","Developer","2024-08-09","Operations & Delivery Excellence"
"11702","3853","131","False","Project Manager","2024-01-28","Data, AI & Analytics"
"11703","3853","273","False","Developer","2024-01-28","Product Engineering & IoT"
"11704","3853","184","False","Developer","2024-01-28","Management Consulting"
"11705","3854","42","False","Project Manager","2021-01-22","Operations & Delivery Excellence"
"11706","3855","271","False","Developer","2021-08-18","Sales, Marketing & Alliances"
"11707","3855","209","False","Developer","2021-08-18","Finance & Procurement"
"11708","3856","282","False","Developer","2025-06-15","Cloud, Infrastructure & Security"
"11709","3856","131","False","Project Manager","2025-06-15","Cloud, Infrastructure & Security"
"1171","382","118","False","Developer","2022-05-23","Public Sector & Government"
"11710","3856","100","False","Developer","2025-06-15","Cybersecurity & Zero Trust"
"11711","3856","35","False","Developer","2025-06-15","Retail, Consumer Goods & Logistics (RCL)"
"11712","3856","214","False","Project Manager","2025-06-15","Cloud, Infrastructure & Security"
"11713","3857","160","False","Project Manager","2021-04-28","Enterprise Architecture Group"
"11714","3858","239","False","Project Manager","2025-01-27","Hi-Tech"
"11715","3859","174","True","Project Manager","2025-08-09","Cloud, Infrastructure & Security"
"11716","3860","101","False","Project Manager","2022-06-17","Manufacturing (MFG)"
"11717","3861","183","True","Project Manager","2024-12-08","Business Group"
"11718","3861","136","True","Project Manager","2024-12-08","Cybersecurity & Zero Trust"
"11719","3861","212","False","Project Manager","2024-12-08","Cybersecurity & Zero Trust"
"1172","382","114","False","Developer","2022-05-23","Innovation Labs / R&D"
"11720","3861","154","False","Project Manager","2024-12-08","Data, AI & Analytics"
"11721","3861","115","False","Developer","2024-12-08","Cybersecurity & Zero Trust"
"11722","3862","106","False","Developer","2022-04-10","Innovation Labs / R&D"
"11723","3863","115","False","Project Manager","2025-12-03","Sales, Marketing & Alliances"
"11724","3863","153","False","Developer","2025-12-03","Automation & AI Ops"
"11725","3863","273","False","Developer","2025-12-03","Automation & AI Ops"
"11726","3863","41","True","Developer","2025-12-03","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11727","3864","125","False","Developer","2025-03-04","Digital Transformation Group"
"11728","3864","2","False","Project Manager","2025-03-04","Data, AI & Analytics"
"11729","3865","231","False","Project Manager","2024-11-06","Management Consulting"
"1173","383","46","True","Project Manager","2025-07-30","Business Group"
"11730","3866","138","False","Project Manager","2020-01-28","Automation & AI Ops"
"11731","3866","231","False","Project Manager","2020-01-28","Product Engineering & IoT"
"11732","3866","224","False","Project Manager","2020-01-28","Application Development & Maintenance (ADM)"
"11733","3866","6","False","Developer","2020-01-28","Automation & AI Ops"
"11734","3866","14","False","Developer","2020-01-28","Energy, Utilities, Resources & Services (EURS)"
"11735","3867","197","False","Project Manager","2022-10-12","Business Group"
"11736","3867","58","False","Project Manager","2022-10-12","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11737","3867","132","False","Project Manager","2022-10-12","Data, AI & Analytics"
"11738","3868","39","False","Project Manager","2020-12-14","Banking, Financial Services & Insurance (BFSI)"
"11739","3868","217","True","Developer","2020-12-14","Business Process Management (BPM / BPO)"
"1174","383","291","False","Developer","2025-07-30","Hi-Tech"
"11740","3868","30","False","Developer","2020-12-14","Innovation Labs / R&D"
"11741","3869","92","False","Developer","2020-11-07","Cloud, Infrastructure & Security"
"11742","3869","201","False","Project Manager","2020-11-07","Application Development & Maintenance (ADM)"
"11743","3869","73","False","Developer","2020-11-07","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11744","3869","129","False","Developer","2020-11-07","Healthcare, Life Sciences & Insurance (HILSI)"
"11745","3869","109","False","Developer","2020-11-07","Hi-Tech"
"11746","3870","271","False","Project Manager","2024-11-26","Business Group"
"11747","3870","218","False","Project Manager","2024-11-26","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11748","3870","291","False","Project Manager","2024-11-26","Digital Transformation Group"
"11749","3871","98","False","Project Manager","2020-12-24","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1175","383","7","False","Project Manager","2025-07-30","Education & EdTech"
"11750","3871","119","False","Developer","2020-12-24","Education & EdTech"
"11751","3872","264","False","Developer","2020-08-02","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11752","3873","52","False","Project Manager","2022-06-24","Retail, Consumer Goods & Logistics (RCL)"
"11753","3873","209","False","Project Manager","2022-06-24","Public Sector & Government"
"11754","3873","169","False","Developer","2022-06-24","Digital Transformation Group"
"11755","3873","282","False","Project Manager","2022-06-24","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"11756","3873","95","False","Developer","2022-06-24","Human Resources (HR)"
"11757","3874","224","False","Project Manager","2023-05-17","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11758","3874","241","False","Project Manager","2023-05-17","Energy, Utilities, Resources & Services (EURS)"
"11759","3874","283","False","Developer","2023-05-17","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1176","383","92","False","Project Manager","2025-07-30","Product Engineering & IoT"
"11760","3875","275","False","Project Manager","2023-08-06","Cybersecurity & Zero Trust"
"11761","3875","259","False","Project Manager","2023-08-06","Business Process Management (BPM / BPO)"
"11762","3875","105","False","Project Manager","2023-08-06","Business Group"
"11763","3875","89","True","Developer","2023-08-06","Data, AI & Analytics"
"11764","3876","59","False","Project Manager","2024-12-12","Application Development & Maintenance (ADM)"
"11765","3876","243","False","Project Manager","2024-12-12","Operations & Delivery Excellence"
"11766","3876","167","False","Developer","2024-12-12","Operations & Delivery Excellence"
"11767","3876","193","False","Project Manager","2024-12-12","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"11768","3877","262","True","Developer","2020-06-05","Data, AI & Analytics"
"11769","3877","142","False","Developer","2020-06-05","Manufacturing (MFG)"
"1177","384","256","False","Developer","2023-10-23","Sales, Marketing & Alliances"
"11770","3878","192","False","Project Manager","2022-09-06","Enterprise Architecture Group"
"11771","3879","43","False","Project Manager","2025-02-04","Finance & Procurement"
"11772","3880","272","True","Developer","2024-01-01","Education & EdTech"
"11773","3880","199","False","Developer","2024-01-01","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11774","3880","184","False","Developer","2024-01-01","Banking, Financial Services & Insurance (BFSI)"
"11775","3881","234","False","Developer","2022-07-12","Travel, Hospitality & Services (THS)"
"11776","3881","99","False","Project Manager","2022-07-12","Communications, Media & Technology (CMT)"
"11777","3881","252","False","Project Manager","2022-07-12","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11778","3881","65","True","Project Manager","2022-07-12","Digital Transformation Group"
"11779","3882","203","False","Project Manager","2020-03-02","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)"
"1178","384","67","False","Project Manager","2023-10-23","Energy, Utilities, Resources & Services (EURS)"
"11780","3883","15","False","Developer","2024-09-27","Automation & AI Ops"
"11781","3883","289","False","Project Manager","2024-09-27","Communications, Media & Technology (CMT)"
"11782","3883","291","False","Developer","2024-09-27","Education & EdTech"
"11783","3883","270","False","Project Manager","2024-09-27","Business Group"
"11784","3883","89","False","Project Manager","2024-09-27","Hi-Tech"
"11785","3884","103","False","Project Manager","2020-10-21","Travel, Hospitality & Services (THS)"
"11786","3884","217","False","Developer","2020-10-21","Cybersecurity & Zero Trust"
"11787","3884","156","False","Developer","2020-10-21","Hi-Tech"
"11788","3884","298","False","Developer","2020-10-21","Digital Transformation Group"
"11789","3884","53","False","Developer","2020-10-21","Hi-Tech"
"1179","384","188","False","Developer","2023-10-23","Operations & Delivery Excellence"
"11790","3885","30","False","Developer","2022-02-13","Hi-Tech"
"11791","3885","210","False","Project Manager","2022-02-13","Hi-Tech"
"11792","3885","58","False","Project Manager","2022-02-13","Sales, Marketing & Alliances"
"11793","3885","152","False","Project Manager","2022-02-13","Healthcare, Life Sciences & Insurance (HILSI)"
"11794","3885","293","False","Project Manager","2022-02-13","Finance & Procurement"
"11795","3886","161","False","Developer","2023-12-04","Enterprise Architecture Group"
"11796","3886","218","False","Project Manager","2023-12-04","Centers of Excellence (AI CoE, Cloud CoE, Automation CoE, Cyber CoE)"
"11797","3886","80","True","Project Manager","2023-12-04","Data, AI & Analytics"
"11798","3886","275","False","Developer","2023-12-04","Operations & Delivery Excellence"
"11799","3886","49","False","Project Manager","2023-12-04","Manufacturing (MFG)"
"118","42","18","False","Project Manager","2022-04-17","Emerging Tech (Quantum / Blockchain / Metaverse / Web3)"
"1180","385","215","False","Project Manager","2023-06-24","Business Process Management (BPM / BPO)"
"11800","3887","208","False","Developer","2025-05-16","Business Group"
"11801","3887","281","False","Developer","2025-05-16","Banking, Financial Services & Insurance (BFSI)"
"11802","3887","1","True","Developer","2025-05-16","Data, AI & Analytics"
"11803","3888","250","False","Project Manager","2023-04-28","Education & EdTech"
"11804","3888","133","False","Developer","2023-04-28","Business Process Management (BPM / BPO)"
"11805","3888","115","False","Project Manager","2023-04-28","Finance & Procurement"
"11806","3888","181","False","Project Manager","2023-04-28","Application Development & Maintenance (ADM)"
"11807","3888","235","False","Project Manager","2023-04-28","Business Group"
"11808","3889","5","False","Developer","2020-12-03","Cybersecurity & Zero Trust"
"11809","3889","288","False","Developer","2020-12-03","Human Resources (HR)"
"1181","386","167","False","Developer","2022-11-30","Hi-Tech"
"11810","3889","162","False","Project Manager","2020-12-03","Digital Transformation Group"
"11811","3889","108","False","Developer","2020-12-03","Communications, Media & Technology (CMT)"
