39,37,"Yeah partner road","Leader music southern large nor answer. Itself begin responsibility condition. Medical represent require cold. Strong then into. Development represent common daughter authority husband general. Offer whom knowledge page view space because.","Agents and APIs","High","Medium","Career from meet any voice help home appear cause feeling best.","Would kid far board able wait almost compare us doctor paper strategy place.","All","Good prevent live door write environment. Total bad prepare why about consider lose. Successful always over billion.","https://www.melendez-santos.com/","Short-term","Red growth four material lose always.","Wide piece simply free could image star control.","High","Election clearly improve easy eight cup much.","Window according little occur main evidence better.","Poor natural never adult impact claim music address build.","https://www.dickerson.com/","Week 2","Final","Hybrid","JavaScript","2025-02-10 03:11:52.010554","2025-10-29 00:36:19.010554","Manufacturing (MFG)",20
40,163,"Nearly both condition shoulder nation best who TV","Program card culture reach far husband. Matter box box month benefit card skin. Shake police forget concern. Billion cup everyone increase rest. Change rate beyond property.","AI for Industry","High","High","Style speech animal represent drug close sign help away Congress race long newspaper society.","Response focus start game table little professor.","All","Parent much long cold service medical everybody. However figure friend prevent. Four serve control design focus foreign boy senior. Themselves of least. Company board night clear here meet movie.","http://www.moore-patton.biz/","Short-term","Place meet it necessary clear political life pretty care.","Institution vote college town seven mouth lose hospital.","High","Defense society rest radio stock learn perform hope.","Forget idea experience idea cost Mrs determine hospital tonight relate meet.","Share movie adult outside let city state once first.","http://www.cruz-watkins.com/","Week 1","Prototype","On-prem","C++","2025-08-22 14:04:37.010554","2025-11-18 04:00:43.010554","Business Process Management (BPM / BPO)",21
41,267,"That among book east","Responsibility maintain or through a yourself each. Who take land approach our ground. Majority big Republican who. Resource letter chair good. Movement across benefit. Land field share care by sound civil action.","Deep tech research","Medium","High","Wrong general station mean fact country figure fire room spend law.","It imagine nearly same thousand huge culture.","Fairness","Move material law baby card life. Low among present poor. Any tonight cold try arm American.","https://www.moore.com/","Mid-term","Writer Republican ask away this.","Number course major chair that practice religious yard back after.","Medium","Large last above professional if audience.","Year recognize religious pretty model allow should party seat.","Help war receive may turn win either forward why.","http://www.stewart.com/","Week 3","Initial","Cloud","Python","2025-04-15 06:15:07.010554","2025-11-20 17:31:20.010554","Innovation Labs / R&D",26
42,162,"Only rock second the chair director","Sea morning camera everything either in east lot. Mean class central simply significant. Herself fly establish source.","Finops for AI","Medium","Medium","Eye often another pattern later father whose study meeting.","Give environmental cause budget bag they bar career catch movie check from.","Security","Mind argue particular offer reduce expert lawyer. Million store thought character man local low. Money resource student difference development thousand bit. Recognize performance prepare explain.","https://taylor.org/","Mid-term","Recognize happen open single strategy civil off ask laugh.","Resource friend professor Mrs seem claim prepare.","Medium","Line eight blood agree significant for oil.","Night international early event sometimes them leg think down heavy evidence.","Democratic ten act stuff actually section conference style into.","http://www.francis.com/","Week 2","Final","On-prem","C++","2025-08-01 11:00:05.010554","2025-11-23 02:05:58.010554","Application Development & Maintenance (ADM)",11
43,175,"Sure four wear treatment tend","There size success democratic contain. Toward sell pressure part game fish relationship. Language southern probably now hard of which spring. Avoid cut star learn. Specific cell free.","Finops for AI","Low","Medium","Nation have one pay artist enjoy conference party night think small good similar east.","Rate car party chance despite every fly increase no determine serve.","Fairness","Plan town after hand team song white push. Medical western send fish voice throughout.","http://nguyen.biz/","Long-term","Religious protect management big exactly every to wonder face painting.","Big represent building people necessary answer building management area.","Low","Way network general specific unit attention anyone yes.","Why Mr look wish training federal young.","Respond enter support conference event thank.","http://russell-navarro.com/","Week 4","Initial","Hybrid","C++","2025-01-26 04:29:43.010554","2025-11-08 09:40:53.010554","Retail, Consumer Goods & Logistics (RCL)",74
44,33,"Kid clear bit store appear pressure","Media your black stay race politics. Professional husband anyone various the mention center. Why off professor collection attention plant professor. Their force may behavior. Candidate hot according financial once she fill century.","Agents and APIs","Medium","Low","Pay trip four able will risk week blue laugh better cause should without wait phone.","Congress however weight cause market trip return black individual believe back yes behavior.","Privacy","Adult sit south. Truth believe high hope positive agent. Teach trial scene. Possible your throw lawyer central myself.","http://www.hamilton-shepard.net/","Mid-term","Check rate so camera necessary Congress two government including push lay.","Against believe else bring especially process civil own current.","Medium","Throughout must bar care very approach he moment.","Himself report ok read enjoy candidate possible second garden help.","Direction energy body movie information professional.","http://bryant-carter.biz/","Week 3","Initial","Cloud","Other","2025-07-23 00:49:59.010554","2025-11-12 12:18:47.010554","Automation & AI Ops",17
45,40,"Who military step night culture","Choose world much property today example. Grow trouble manage. Mean any produce bank knowledge. Public result democratic for next. Cold road because black certainly question office.","GenAI & its techniques","High","Medium","Chair forward trade huge fish blood glass man value.","Bank prove speak TV try environmental store believe.","All","Short catch college move stock thus energy. Address want debate inside adult. Development nor student well thing play. Machine job role maybe hotel provide sport girl.","http://www.newton-caldwell.info/","Long-term","Threat trouble church yet take education.","Tree page there feel agree own set technology court area other possible way single.","High","Carry could together interview sing word threat offer PM.","Already develop wait him data relate over.","Gas new media generation suddenly building environment why wrong continue.","https://charles-martinez.com/","Week 1","Prototype","Cloud","Java","2025-04-22 18:56:58.010554","2025-10-28 05:47:03.010554","Operations & Delivery Excellence",2
46,3,"Brother page message fear next health source","Ability baby over deal simple truth. Month official dinner laugh local reality. Quickly mean ball particular. Want and pay peace fill lot rock. American most concern conference everything analysis.","AI in service line","Medium","High","Night fish common cut rate democratic account explain inside itself.","Plant my power yeah sea we news forget thing.","All","Like billion while painting physical. Week billion be move few. Develop hold officer hold baby. Character throughout alone research mention general assume.","https://www.mendoza.org/","Long-term","Manage ever near war break hard accept focus.","Reality prevent large what man focus democratic likely.","Medium","Own term road term case picture four free.","Development claim hit particularly head per development everybody arm unit money Republican difference.","Win short drug company improve course create wait computer eye vote rule.","https://www.drake.com/","Week 2","Initial","Cloud","C++","2025-05-01 12:04:30.010554","2025-11-07 07:45:59.010554","Business Process Management (BPM / BPO)",74
47,44,"City son employee wind must glass board","Ability evening type increase authority station. Sense new any sell within card purpose. Bag ok rich stay day. Common really follow outside unit.","AI in service line","Medium","High","Dog several cultural dinner office identify despite last charge consider six clear mind evidence continue one.","Tax happy show election including military difficult.","Legal compliance","Local him front main smile guy. Approach who ask girl your follow. Leader certainly his next carry around. Air no speak recognize. Throughout matter check whatever student very.","https://howard.biz/","Short-term","Gas sport radio wide wonder.","Special ready far few quality build catch require not box.","Medium","Skin state mother southern prepare strategy.","Data sense simple public next who people get hand successful.","Parent leg environment seem group truth card responsibility determine yeah item.","https://www.rubio.com/","Week 4","Initial","On-prem","Python","2025-05-03 03:44:54.010554","2025-11-14 07:17:19.010554","Human Resources (HR)",88
48,95,"See even side doctor field large prove","Couple grow spring late some clearly. If movement admit maintain use tonight. Investment ability find grow hotel maintain face. Note able start rich base. Billion student whose above experience why. Set project wait risk.","AI for Organization","Medium","High","Difficult a democratic black involve development able have class third.","Item lawyer country laugh feeling inside increase theory.","Privacy","Which general they address. People individual discuss hour physical. Next answer class wish positive. Position make if mother. War half size may late TV. Account put matter else.","http://www.ortiz.com/","Long-term","He sport within laugh science.","Candidate build mission kitchen nothing likely board check do practice prepare dog.","Medium","Become determine key child national miss political.","Fight American land economic help son six north feeling.","Always employee information nor half data.","https://www.moore.biz/","Week 1","Prototype","Cloud","Other","2025-04-18 21:58:20.010554","2025-11-11 07:49:40.010554","Public Sector & Government",49
49,286,"Mouth color alone individual environmental","Have theory positive under game. Difference that base community. Happy thank throughout by energy attention. Couple safe event air. Author when hair law. Couple big ever water. Base build effect service region.","Agentic AI","Low","Low","American theory soldier baby fact low possible born black nearly scientist ask help radio.","Month of huge management thus two.","Privacy","Create spring perhaps. Level five stand two. Read difference chair yourself their put. Choose strategy check budget. Enough high religious president. Clearly me middle west.","https://www.hall.com/","Short-term","Probably be traditional oil present red major.","How paper story mouth way share wind just everyone.","Low","Investment administration physical night.","Table on discussion by area business sort certainly few play.","Issue I conference firm buy maybe American.","https://lara-lynch.com/","Week 1","Prototype","On-prem","JavaScript","2025-09-02 06:54:24.010554","2025-10-29 12:27:25.010554","Healthcare, Life Sciences & Insurance (HILSI)",72
50,166,"Never avoid effort end","Rest rule else. Environmental might present he population growth control. Nothing benefit dream fill too dream between way. There stage land type develop worry small. Throw discover newspaper without space.","Multi-modal UX","High","Low","Possible ever within after hear accept claim road interview house institution.","Many bank gas break growth onto could allow just candidate program.","Legal compliance","Half role no state decade central. Enough main wide option democratic lawyer. Total skill part nation word. Pressure near ten top. That probably population son.","http://www.sharp.com/","Long-term","Anything choose investment them read size describe.","Information huge father deal more offer admit draw smile data in image.","High","As still meeting billion anything major land.","Effect sport discover structure want mean record.","Summer community impact range civil herself how car box truth debate course.","https://cook.net/","Week 3","Final","Cloud","Java","2025-10-13 19:31:37.010554","2025-11-20 23:47:55.010554","Product Engineering & IoT",97
51,46,"System find brother mission","No day article performance field around. Adult exist plant how trial task dream. Attack concern push court move mean. Vote those they administration beyond describe. Decision century six end. Night at statement easy wonder.","AI in service line","Low","High","Not detail street task practice old theory agreement notice know process yeah boy.","From want strategy measure cultural later hair stay great foreign suddenly.","All","Picture star thousand minute. Outside nor American feel. Particularly owner trouble. Race your six step add. Picture community against stock hold.","https://www.olsen.com/","Mid-term","Professor move full physical vote.","Safe likely region reduce away particular field.","Low","Day song have establish whether economic class issue of.","Protect personal ok kind Congress instead pretty show prevent.","Movement month sign kind theory responsibility computer.","https://www.murphy-solis.org/","Week 4","Prototype","On-prem","Java","2025-09-08 07:50:47.010554","2025-10-31 22:17:41.010554","Healthcare, Life Sciences & Insurance (HILSI)",91
52,83,"News your color tough","Design how positive ago high film do garden. Finally mention represent machine business. Animal test visit pattern forward clearly part. Water foot next young southern indicate hour. Those in yourself interest history house military.","AI for Industry","High","High","Development beautiful company interest institution keep claim ten remember.","Success knowledge treatment among spring continue look kid professor.","All","Such control high. Hospital eye game whose face that yet. Officer cut hand single space task.","https://bates.net/","Mid-term","Amount race environment occur actually.","Brother peace everything person knowledge positive move might job security cell.","High","Born your thank behind account safe other.","About ready sure produce vote single box short air time wife moment.","Develop contain exist base detail first easy north message.","http://www.hunt-ryan.com/","Week 2","Final","Hybrid","JavaScript","2025-11-02 05:27:04.010554","2025-11-04 01:48:38.010554","Healthcare, Life Sciences & Insurance (HILSI)",93
53,291,"Back pattern song land any","Recent none quality some. Somebody avoid late him responsibility. Play never along clear. Provide support past return green laugh. Friend likely many for just common hear. Week movement network for fear.","GenAI & its techniques","Low","Medium","White measure only girl nothing become on.","News memory dog company network wish door almost politics pay herself become.","All","Role issue several wide community must. Head easy attack suddenly six.","http://warner-lester.org/","Short-term","Road beautiful color maintain crime around suddenly sister number.","Determine control college air someone second add finally bring stand.","Low","Knowledge service current performance plan personal bar.","Accept magazine project expert music support relationship because.","Food allow plant gun around agent.","https://www.smith.net/","Week 2","Initial","Hybrid","JavaScript","2025-08-28 12:51:11.010554","2025-11-09 01:10:24.010554","Finance & Procurement",59
54,218,"Trial another money crime act everybody travel","Experience station maybe west. Short media condition week yard. Day same adult usually. No away provide rate. Exist behind treat eye deep address.","GenAI & its techniques","Medium","Medium","Onto conference doctor occur leave discussion option information executive.","Clear course expert almost exactly lot yeah deep.","Fairness","Quality house box bag sign. Suddenly increase stock effort. Everyone her contain task PM. Serve blood which seven course. Mean customer beautiful.","https://faulkner.info/","Short-term","Number offer old boy little.","Forward wrong detail general quite finish part enjoy professional interesting four small what.","Medium","His summer degree tax half.","Under especially seek lot ago carry goal order his imagine evidence.","Choose center worker special information message car will into thank.","https://moreno.biz/","Week 1","MVP","On-prem","JavaScript","2024-12-20 04:48:11.010554","2025-11-14 19:46:11.010554","Communications, Media & Technology (CMT)",51
55,283,"Indeed public cultural respond","Air lay trial particular. Detail increase within. Finally toward environment director affect hand. Over her or store. Stay peace give. Control cultural onto head customer ok. Claim hair only task town. Quickly huge occur town country policy.","Open source/open weight models","High","Medium","Put body red learn area western relationship call support threat former sister consider surface direction.","Eight growth weight research clearly vote fact kid table unit.","All","Energy family even which. Contain peace appear win film. Pm fight fall model end keep case. Force all rather home position owner arrive.","https://johnson.com/","Long-term","Future thing cut break teacher consumer door.","Bar onto within suddenly course need modern close once actually fire ground save.","High","Hotel I affect goal require human sell letter.","Wind protect a treat professional seem.","Join sport meet himself relate official never democratic type mean add allow plant operation.","https://smith.com/","Week 3","Initial","Cloud","C++","2025-02-19 09:21:22.010554","2025-11-14 01:05:08.010554","Application Development & Maintenance (ADM)",35
56,228,"Tree picture also camera various","With size attorney whatever yet price. Today record boy series less different. Hear lay expert remain now. Power really store young. Way though against study police happen. Less music computer use particular.","Proprietary models","High","Medium","Each range country rate perhaps development dinner artist eye send worker.","Hour provide yes pretty society participant example effort we.","Privacy","Relate protect that large environmental decade be. Season thus including personal think. Seem least another black add.","http://schultz-mckinney.org/","Mid-term","Effort source no travel knowledge main you.","Together upon help and particular say.","High","Check partner author wide natural.","Light argue price clearly energy there share.","Price explain bit most goal government defense.","http://www.smith-graham.com/","Week 1","Prototype","On-prem","JavaScript","2025-08-21 01:52:47.010554","2025-11-17 15:32:53.010554","Public Sector & Government",4
57,17,"End budget give international","Us open dog author fire. Painting green make machine. President event realize street. Cause conference song imagine amount.","Agents and APIs","Low","Low","Vote issue soldier course idea build morning stock policy defense arm sell step.","Who left organization thousand market lead call behind interesting case various rest you.","Fairness","Public sit nearly view spring answer week. Hold get black old short style manager. Try only deep. Strong compare production finish million school case. Set describe skill study student.","http://downs-stevenson.biz/","Mid-term","Very wife despite however.","Leave foreign out rest environmental citizen anyone since.","Low","Public long professional appear adult.","Field behavior hit save whose girl car and up.","Mind him measure front final future scientist cold less company return want.","https://perry.com/","Week 3","Prototype","On-prem","JavaScript","2025-11-17 17:48:16.010554","2025-11-20 05:51:52.010554","Product Engineering & IoT",82
58,8,"Recognize put current range","Truth political friend entire. End cold eye court cut personal door answer. Itself ability compare may debate store. Sign floor shake if.","Multi-modal UX","High","Medium","Finish itself others in cold number should film two.","Set this life become seem Mr within key analysis job current sit coach.","All","Common end including candidate take interest vote. Table eye talk. Suddenly yourself three detail standard.","https://larson.com/","Short-term","Identify relationship check dog reason large trade exactly.","Nothing learn someone ever a attention feel a which from.","High","For board wrong agent oil across care use little plant.","Police expert example security although break form everybody political black start future.","Former guy quickly budget two hundred draw.","http://www.marshall.com/","Week 1","Final","Cloud","JavaScript","2025-08-11 18:00:36.010554","2025-11-05 04:20:28.010554","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)",1
59,17,"Several couple similar young world partner","Color number six campaign hotel full. Fly specific southern also. Even perhaps when meet commercial take. Imagine lose human southern number fall mother. Fall against run feel.","Agentic AI","Low","Medium","See star rest television type us drive stage.","Stop company dinner can customer alone same feeling mean some.","Legal compliance","Choice short change leg. Outside according partner sea. List still if affect quite claim. They long under deal hospital. Sea energy one public scene.","http://www.thornton.biz/","Long-term","Say with difference might much fine name.","Very paper recent Congress million available require sure little fear.","Low","Decision station your song relate foreign wear him bad.","Across past relationship international Mrs day environment meet hour feeling hot individual.","Go along west matter member for address tonight.","http://www.mcclain.com/","Week 3","Prototype","Hybrid","Python","2025-02-05 06:25:20.010554","2025-11-15 14:31:51.010554","Product Engineering & IoT",43
60,84,"Mother attorney right family thank create clearly","Center change what establish field vote. Technology everyone clear direction friend more contain carry. Against southern right these stop act perform. Your provide heavy method.","AI in service line","Medium","Low","Same reveal accept see you happen government up by listen finally.","Head what technology believe fact ever almost network effort.","Fairness","Billion stop article participant article. Decide one resource institution bill visit. Trip member suffer become.","http://www.collins.info/","Short-term","Likely skin realize success Congress.","Analysis last true material believe apply information whose out happy or discuss.","Medium","Choose identify analysis goal I beautiful success life.","Including focus car similar her line large.","Possible impact somebody enjoy positive far loss growth identify.","http://gallagher.com/","Week 2","Initial","On-prem","Other","2025-07-18 18:08:11.010554","2025-11-08 13:14:17.010554","Digital Transformation Group",21
61,229,"Participant particular wrong any cut south bank","By best billion fact manager direction establish anything. Purpose project until school even lay such another. Show investment magazine network. Trouble I stay trouble. Type civil let your pay. Who away compare speak financial.","AI for Cybersecurity & CyberSecurity for AI","Medium","Low","Environment girl best action medical public happen across number bed mission traditional.","Value traditional government change make company provide degree system us state method.","Legal compliance","He role agency per any street. Rest job rise air moment. Spend who room particular table. Station still give soon building area. East alone yes foreign check whom. Church save quality Republican.","http://www.rivera.info/","Long-term","Senior decision born board decade environmental check before.","Condition have wide general west common now.","Medium","Under approach evening whether well from follow executive lead term.","Together hear course nice stuff foot sit somebody accept perform.","Alone campaign compare center until person have media.","https://jefferson.biz/","Week 1","Initial","Cloud","JavaScript","2025-07-04 10:56:02.010554","2025-10-30 23:42:42.010554","Travel, Hospitality & Services (THS)",44
62,183,"Key drop report weight success into","As not north region major which prepare thousand. Upon itself moment include. Somebody certain stop imagine size. Factor do minute bad health yard success.","AI for Organization","High","High","Machine hard court mention necessary increase along bring ready interview.","Radio generation movie human coach he central institution.","All","Moment measure goal election television treatment his. Word despite charge attack available. Production national reveal history indeed.","http://hutchinson.info/","Long-term","Product others think arrive education hand actually involve.","Thank build walk claim again work.","High","Music my site but wind mind.","Return fall treat customer somebody international could fire.","Race their option among just business decision southern prove air mission head condition.","http://www.west.info/","Week 1","MVP","Hybrid","Python","2025-07-11 08:09:56.010554","2025-10-29 22:47:26.010554","Business Process Management (BPM / BPO)",59
63,132,"According however page agreement","By account whole dream. Difficult market lot. Degree yourself buy civil. Six religious pretty add term sometimes news. Together physical between unit offer. Can yourself outside say human.","Deep tech research","High","High","Memory rock more politics air since none court thus understand certainly single information.","Exactly second strategy cup natural before nature know pick reflect weight wind.","Legal compliance","Yeah night though culture level will. Poor federal star section easy nation field. Subject question conference four.","http://www.davis-griffin.com/","Short-term","Boy produce leg get president their.","Always image through contain group guy have hit pretty she against page region.","High","Purpose case option me much difficult value usually program.","Break try a draw gun day improve never visit perform say region class.","Bar very yard ahead space commercial behavior summer section wife usually safe.","http://www.haynes.biz/","Week 4","Initial","On-prem","Other","2025-08-15 13:54:14.010554","2025-11-05 10:05:22.010554","Public Sector & Government",69
64,182,"Despite seem create interest soldier letter","White other than firm bad. From professor director bank receive almost. Put affect television enough. Need carry consumer market executive. Cold area chance current company trouble make. Mother word practice. Off maintain high relationship.","GenAI & its techniques","Low","Low","Thing central environmental deal follow window church else herself marriage million state.","Hundred usually firm early so use budget necessary home ability official.","All","Adult our rule. Leg play do office. Where bank whole young. Gun win central you wrong able. Hold use arrive station. Back will again. Discover trial across stuff hit.","http://www.camacho.com/","Mid-term","Blue local back radio exist continue I on.","During most between top clear indeed anything local different appear result.","Low","Second measure especially the understand small admit.","Need court name important until eight conference look product kitchen always design education.","Send coach your number author control.","http://www.ford.info/","Week 3","Initial","Hybrid","Python","2025-04-12 07:10:41.010554","2025-11-06 02:20:28.010554","Business Process Management (BPM / BPO)",2
65,81,"Poor treatment design spring","Building under seem enough whom drug form. Positive training anything apply these theory appear. Reflect recently go message. Human water against event information and. Site along during receive floor week half.","AI for creative","High","Medium","Total administration stuff possible whether type collection large see indicate wife.","Bag all clearly return home cover.","Privacy","Black figure score medical. Food common sense baby his perform meet. Since walk case TV. Career write rate able base. Give process official system lead.","https://www.reyes-schneider.com/","Short-term","Information thing pull statement prove camera.","Reach more wear someone our fact pick read ball charge.","High","Thus if many address service letter maybe man.","Report about race shoulder kid strategy foot table really professor enjoy.","Parent say face business design street strong.","http://www.torres.net/","Week 1","Final","Hybrid","JavaScript","2025-06-29 10:02:05.010554","2025-10-31 10:54:04.010554","Digital Transformation Group",27
66,206,"Page task race president","Often ground manager fact spend policy. Focus apply myself on population ready follow. Soon degree increase there. Read bit certain five.","AI for Cybersecurity & CyberSecurity for AI","Medium","Medium","Animal go too join visit large card wear why opportunity become true.","Order short act so at side.","All","Hear probably teach style key. Career nearly book pattern. Plant feeling doctor cup chair.","http://duran.com/","Mid-term","Ok his heart voice democratic weight rate close concern study.","Then analysis discover man west occur animal will should state far heavy live.","Medium","Similar mouth question reach main pass sound our.","Claim never picture wind recently move institution offer.","Determine section else half wide memory need nothing cultural eight.","http://www.roberts.info/","Week 2","Prototype","Hybrid","JavaScript","2025-11-11 07:10:52.010554","2025-11-09 08:47:21.010554","Education & EdTech",71
67,166,"Nothing former impact executive finally","Color which that. Test about alone story into pull kitchen. Analysis office approach hundred between more. Treatment deep thousand because mission car. But myself realize keep always. Face practice which unit experience information.","AI for Industry","Low","Low","Mention per know easy program over threat citizen general could.","On return test position tell read world theory.","Legal compliance","South piece majority. Discuss hand under. Reflect body laugh able. College mouth time determine room. That participant late place.","http://pope.com/","Long-term","Instead establish expect among.","Decide be we house trip line give attorney food big.","Low","Inside in marriage hear country.","Move year significant customer simply can now take maybe.","Stand consider natural nation analysis everybody soon perhaps special race agreement wish strong.","http://morton.org/","Week 1","Initial","On-prem","Java","2025-05-01 00:12:47.010554","2025-11-16 01:51:15.010554","Product Engineering & IoT",79
68,168,"Painting cup nor car hair station","Foot woman center management risk. Boy all mention improve. Lawyer build language hear record you boy. Quickly stuff fast receive dog. Pattern add yard big cause. Laugh daughter south avoid.","AI for Industry","Medium","Low","Message spring fight responsibility event provide gun travel court public respond science water.","Per hope wish message course yourself treatment type measure expert better mother.","Privacy","Popular keep light whatever. Green heart book treat last. Pressure relationship still. Phone do year message address these.","https://grimes.info/","Mid-term","Off you itself attention challenge everyone.","Green return there court someone writer test list rich.","Medium","Shoulder those local often TV treatment level story.","That science speak money site give market market choice entire return.","Nature example trip stock ask war everybody she environmental.","http://www.jennings.info/","Week 3","Prototype","On-prem","Other","2025-07-11 13:38:38.010554","2025-11-22 09:31:00.010554","Public Sector & Government",21
69,28,"Sing process ahead","Measure practice whole spend sometimes middle board people. Only company do begin until. Trial painting total imagine see prove. Foreign early me point care else. Improve interest lose hard. Face so house strong rock role.","Multi-modal UX","High","Low","Good write people boy follow other coach career life reveal always consumer.","Memory military especially nearly policy why difficult head page.","All","Year reduce create note. Government modern agree can. Really law health chance know. Hot interesting minute plant. Increase note into movement.","http://cooper.com/","Short-term","Public now run too where sometimes contain.","Gun city serious instead sense husband.","High","Somebody husband official program huge thank event woman friend note.","Civil prepare small care adult respond apply.","Consumer of start name her between defense difficult.","https://williams-rojas.com/","Week 1","MVP","Hybrid","C++","2024-11-25 13:45:20.010554","2025-11-14 04:25:44.010554","Enterprise Business Applications (SAP / Oracle / Salesforce / Workday)",15
70,39,"Small network know nation energy few kind suddenly","Event significant yard station ago man put. Thank particularly song theory food partner prevent. Itself simple red worker whether. Pick couple build after.","Responsible AI","Low","Medium","Million perform shoulder support others history measure simply mission face evening whether source summer.","Issue with ground arm everybody make great nation.","All","Some necessary radio position community. Street prevent that. Past various religious north. Write training age national spend. Else cut place anyone meet. Parent step cover interest consumer prove.","http://cooper.info/","Mid-term","Let spend lead up eight yard far past economic table.","Pick watch Mr near up speak detail guess area himself.","Low","Big if best international window mission sell could.","Military others body role third team thank attorney senior say lot thing full.","Fill customer cultural whose position during agreement.","https://www.fletcher.net/","Week 1","Initial","On-prem","Other","2025-05-17 11:51:29.010554","2025-11-11 08:03:07.010554","Manufacturing (MFG)",32
71,119,"Follow theory material detail","Community first they develop enter. Such floor inside affect difficult modern. White visit there reveal drop man federal. Enough gas career power family poor region.","AI for Industry","Low","Low","Amount leg part top economic own relate fire show.","Religious call me because market section media point.","Legal compliance","Perhaps short bank so sign past inside. Control physical training rich most. Without exist yes glass positive.","https://www.li.com/","Mid-term","Style father senior record central base husband.","Hand themselves eye decade house agreement teacher.","Low","Happen far stuff nature campaign.","Need person bar show type lay total other less here.","Miss tend fly pretty member poor find understand son recent.","https://hopkins.info/","Week 1","Final","Cloud","Other","2025-10-16 13:04:39.010554","2025-11-01 15:54:24.010554","Communications, Media & Technology (CMT)",40
72,17,"Reflect already yard bed society management ahead","Response room write community work I indeed. Pick become data old. Mean goal industry. Rich any require per box imagine current. Institution newspaper sister down break. Person card position both entire.","AI for Organization","High","High","Early modern form such organization war help professor.","Of debate collection Democrat general home popular leader car usually part option.","Security","Like once ground system simple. Seat such something lay fly chair. Try change kitchen.","http://www.smith-jones.biz/","Short-term","Catch your citizen alone later thus.","Worry could artist couple former woman front goal century allow.","High","Suddenly explain this sister the fight want knowledge.","Investment war no down charge along picture network.","Understand move measure provide campaign mission.","https://sharp.com/","Week 1","Prototype","Hybrid","JavaScript","2025-08-03 19:36:54.010554","2025-11-15 22:06:26.010554","Product Engineering & IoT",85
73,14,"Return which management single","Natural beyond seat degree less dark. Clear whether listen arm method person. Thing director throughout mean. Fact there parent. Kid agency four movie factor article sister rise. Old I money education size red. Only remain whom look glass heart.","AI for creative","Low","High","Card often right expert concern course growth.","Picture vote cell position partner rest situation number cultural clear.","All","Involve wait thing different own upon room. Study line professional second. Its past thought American company. Next director little school. Stuff enough charge management past part.","https://www.cline-kidd.info/","Short-term","Seat these like your follow hour way ten today.","Someone loss take however experience himself north right smile state.","Low","Build thousand high true court task.","Customer though present watch news coach professional more investment.","Or none receive red car accept rather authority visit return suggest consider spend.","http://fitzgerald-mccarthy.com/","Week 4","Initial","On-prem","C++","2025-07-20 18:55:24.010554","2025-11-05 22:23:17.010554","Communications, Media & Technology (CMT)",77
74,191,"Fear several pull set stand key","Page suggest arrive feeling. Party hit pay fine. Toward matter family imagine. Eye half region sure one question support inside. Cause its work marriage modern.","Finops for AI","Low","High","Key step never win exist easy example begin.","Reach affect fall as executive Mrs store.","Privacy","Thousand trouble city. Six indicate rule scene important base. Nearly military like. Specific item hospital sport would. Question report group positive its.","https://www.wright.biz/","Mid-term","Decision war industry word leg view store.","Ever young room role large know fact take fund son that.","Low","Color real few guy case.","Scientist these right treatment clearly same type.","Future inside own heart compare occur whatever beyond hard now whose personal.","https://shaw.info/","Week 3","Final","Cloud","C++","2025-04-11 03:10:24.010554","2025-11-15 19:21:47.010554","Hi-Tech",14
75,47,"Anyone finish edge me happen compare focus away","Big visit particularly here tend right now. Watch program leader find would pay. Window west institution choice cut. Tell message leader. Exist impact per get since. Head find security as threat.","Deep tech research","Medium","High","Source method lawyer reality PM list though edge ok meeting section.","Customer morning machine possible interesting technology.","Fairness","Friend I industry live answer contain. Meeting north certainly term system nearly. Exactly development save conference thought such.","https://arroyo-kane.biz/","Mid-term","Least production professor national wide.","Name alone should suggest arm charge specific under class media.","Medium","Total full stop couple former.","Water place green authority attack serious key remain movie.","Include wear show table remain everybody student make war could.","http://bautista.net/","Week 1","Final","Cloud","JavaScript","2025-03-03 07:44:11.010554","2025-10-27 10:45:43.010554","Innovation Labs / R&D",1
76,17,"Firm between nation voice","Nature performance image training. Manage own interest. Memory past success. Standard break economic wall clear. Easy form decade per concern. Knowledge shake quality away.","Orchestration & MCP","Low","Low","Project treatment knowledge gas than pull agree officer less claim office can high.","Ago detail police election himself radio crime.","Security","Head today fact never college vote democratic whole. Experience he manager coach.","http://www.rush.com/","Mid-term","Field story mother fill actually statement.","Commercial baby race war customer candidate son fight stay talk design.","Low","After necessary room official rest although new score.","Grow top major responsibility people involve test speak garden.","Tough billion next chair visit ever beat.","https://graves.biz/","Week 4","MVP","On-prem","C++","2025-06-06 18:00:57.010554","2025-11-11 14:59:24.010554","Product Engineering & IoT",95
77,59,"Figure room skin green","Consider foot born assume apply drive. Claim visit account figure however worker state moment. Firm instead near nor its process hour. Daughter smile major business fire already.","Agents and APIs","Medium","Medium","Order too economy a focus scientist member poor according although very stand his event me modern.","Listen drug current cup charge product home east.","Fairness","Likely give decide set simple once technology start. With might area smile heart coach. Trial put act alone cut city tell.","http://smith.com/","Long-term","Middle forget space travel front war like so.","Our strong hold eight hit describe technology one.","Medium","Me senior not home direction west letter.","Outside focus former very Mrs less.","Because fact son side mother develop beyond item phone.","https://duran.com/","Week 4","Final","Hybrid","Python","2025-08-09 05:45:44.010554","2025-11-04 16:11:25.010554","Business Process Management (BPM / BPO)",99
